Location,Timestamp,Irradiance (W/m2),System temperature (C),Nearest BOM station temperature (C),PV Yield (kWh)
Sutherland (NSW),2013-01-11 12:00:00 +1000,980.053,28.43,29.1,4.59
Sutherland (NSW),2013-01-11 13:00:00 +1000,699.747,28.762,31.7,3.28
Sutherland (NSW),2013-01-11 14:00:00 +1000,750.639,28.773,34.0,3.22
Sutherland (NSW),2013-01-11 15:00:00 +1000,688.571,28.891,31.2,3.44
Sutherland (NSW),2013-01-11 16:00:00 +1000,494.973,30.436,33.4,2.49
Sutherland (NSW),2013-01-11 17:00:00 +1000,263.57,29.817,33.1,1.39
Sutherland (NSW),2013-01-11 18:00:00 +1000,44.42,28.678,32.4,0.18
Sutherland (NSW),2013-01-11 19:00:00 +1000,31.734,27.881,30.8,0.09
Sutherland (NSW),2013-01-11 20:00:00 +1000,0.0,26.733,29.3,0.0
Sutherland (NSW),2013-01-11 21:00:00 +1000,0.0,25.71,27.8,
Sutherland (NSW),2013-01-11 22:00:00 +1000,0.0,25.005,27.1,
Sutherland (NSW),2013-01-12 00:00:00 +1000,0.0,24.023,24.9,
Sutherland (NSW),2013-01-12 01:00:00 +1000,0.0,23.543,23.2,
Sutherland (NSW),2013-01-12 02:00:00 +1000,0.0,23.565,22.5,
Sutherland (NSW),2013-01-12 03:00:00 +1000,0.0,23.216,21.7,
Sutherland (NSW),2013-01-12 04:00:00 +1000,0.0,22.757,20.7,
Sutherland (NSW),2013-01-12 05:00:00 +1000,0.0,22.006,20.7,
Sutherland (NSW),2013-01-12 06:00:00 +1000,31.137,21.779,19.8,0.1
Sutherland (NSW),2013-01-12 07:00:00 +1000,131.458,23.181,22.4,0.63
Sutherland (NSW),2013-01-12 08:00:00 +1000,156.601,25.028,25.2,0.67
Sutherland (NSW),2013-01-12 09:00:00 +1000,104.412,26.523,26.8,0.46
Sutherland (NSW),2013-01-12 10:00:00 +1000,307.974,27.366,27.8,1.53
Sutherland (NSW),2013-01-12 11:00:00 +1000,123.876,26.265,30.2,0.53
Sutherland (NSW),2013-01-12 12:00:00 +1000,263.497,24.159,28.2,1.31
Sutherland (NSW),2013-01-12 13:00:00 +1000,549.828,26.127,29.4,3.26
Sutherland (NSW),2013-01-12 14:00:00 +1000,497.457,26.982,33.0,2.43
Sutherland (NSW),2013-01-12 15:00:00 +1000,361.471,24.329,33.3,2.18
Sutherland (NSW),2013-01-12 16:00:00 +1000,183.651,22.561,26.6,0.89
Sutherland (NSW),2013-01-12 17:00:00 +1000,158.539,21.824,24.4,0.75
Sutherland (NSW),2013-01-12 18:00:00 +1000,79.224,21.211,23.2,0.34
Sutherland (NSW),2013-01-12 19:00:00 +1000,57.773,20.832,22.3,0.24
Sutherland (NSW),2013-01-12 20:00:00 +1000,0.0,20.646,21.3,0.02
Sutherland (NSW),2013-01-12 21:00:00 +1000,0.0,20.455,21.2,
Sutherland (NSW),2013-01-12 22:00:00 +1000,0.0,20.306,21.1,
Sutherland (NSW),2013-01-13 00:00:00 +1000,0.0,20.147,20.8,
Sutherland (NSW),2013-01-13 01:00:00 +1000,0.0,19.938,20.5,
Sutherland (NSW),2013-01-13 02:00:00 +1000,0.0,19.639,20.3,
Sutherland (NSW),2013-01-13 03:00:00 +1000,0.0,19.475,20.1,
Sutherland (NSW),2013-01-13 04:00:00 +1000,0.0,19.382,19.8,
Sutherland (NSW),2013-01-13 05:00:00 +1000,0.0,19.639,20.1,
Sutherland (NSW),2013-01-13 06:00:00 +1000,25.007,19.648,20.2,0.03
Sutherland (NSW),2013-01-13 07:00:00 +1000,55.453,20.178,20.5,0.21
Sutherland (NSW),2013-01-13 08:00:00 +1000,54.353,20.505,21.2,0.26
Sutherland (NSW),2013-01-13 09:00:00 +1000,126.047,21.144,21.4,0.57
Sutherland (NSW),2013-01-13 10:00:00 +1000,177.727,21.807,21.8,0.83
Sutherland (NSW),2013-01-13 11:00:00 +1000,259.541,22.469,22.7,1.25
Sutherland (NSW),2013-01-13 12:00:00 +1000,179.014,22.291,23.8,0.82
Sutherland (NSW),2013-01-13 13:00:00 +1000,142.499,21.719,23.3,0.51
Sutherland (NSW),2013-01-13 14:00:00 +1000,117.04,20.545,20.7,0.5
Sutherland (NSW),2013-01-13 15:00:00 +1000,69.101,19.872,20.3,0.25
Sutherland (NSW),2013-01-13 16:00:00 +1000,105.791,19.556,19.9,0.26
Sutherland (NSW),2013-01-13 17:00:00 +1000,43.517,19.093,19.8,0.15
Sutherland (NSW),2013-01-13 18:00:00 +1000,16.939,18.721,19.6,0.03
Sutherland (NSW),2013-01-13 19:00:00 +1000,8.662,18.846,19.5,0.0
Sutherland (NSW),2013-01-13 20:00:00 +1000,0.0,19.141,19.6,
Sutherland (NSW),2013-01-13 21:00:00 +1000,0.0,19.249,19.5,
Sutherland (NSW),2013-01-13 22:00:00 +1000,0.0,17.827,19.4,
Sutherland (NSW),2013-01-14 00:00:00 +1000,0.0,16.563,16.2,
Sutherland (NSW),2013-01-14 01:00:00 +1000,0.0,16.808,15.8,
Sutherland (NSW),2013-01-14 02:00:00 +1000,0.0,16.465,15.7,
Sutherland (NSW),2013-01-14 03:00:00 +1000,0.0,16.243,15.8,
Sutherland (NSW),2013-01-14 04:00:00 +1000,0.0,15.97,15.9,
Sutherland (NSW),2013-01-14 05:00:00 +1000,0.0,16.18,16.2,
Sutherland (NSW),2013-01-14 06:00:00 +1000,17.059,16.712,16.1,0.04
Sutherland (NSW),2013-01-14 07:00:00 +1000,70.016,17.163,16.3,0.3
Sutherland (NSW),2013-01-14 08:00:00 +1000,295.554,17.782,18.0,1.49
Sutherland (NSW),2013-01-14 09:00:00 +1000,417.894,17.879,18.8,2.09
Sutherland (NSW),2013-01-14 10:00:00 +1000,830.882,18.629,20.4,4.14
Sutherland (NSW),2013-01-14 11:00:00 +1000,924.033,19.437,20.9,4.52
Sutherland (NSW),2013-01-14 12:00:00 +1000,963.75,19.679,21.7,4.72
Sutherland (NSW),2013-01-14 13:00:00 +1000,967.636,19.701,21.3,4.8
Sutherland (NSW),2013-01-14 14:00:00 +1000,907.364,19.847,21.4,4.42
Sutherland (NSW),2013-01-14 15:00:00 +1000,659.96,20.365,22.0,3.31
Sutherland (NSW),2013-01-14 16:00:00 +1000,542.388,20.436,21.6,2.77
Sutherland (NSW),2013-01-14 17:00:00 +1000,203.746,19.72,22.2,0.92
Sutherland (NSW),2013-01-14 18:00:00 +1000,58.861,19.371,21.0,0.23
Sutherland (NSW),2013-01-14 19:00:00 +1000,21.651,18.789,19.8,0.06
Sutherland (NSW),2013-01-14 20:00:00 +1000,0.0,18.033,17.6,0.0
Sutherland (NSW),2013-01-14 21:00:00 +1000,0.0,17.988,16.5,
Sutherland (NSW),2013-01-14 22:00:00 +1000,0.0,18.088,17.2,
Sutherland (NSW),2013-01-15 00:00:00 +1000,0.0,17.665,16.7,
Sutherland (NSW),2013-01-15 01:00:00 +1000,0.0,17.521,15.9,
Sutherland (NSW),2013-01-15 02:00:00 +1000,0.0,17.443,15.2,
Sutherland (NSW),2013-01-15 03:00:00 +1000,0.0,16.849,14.5,
